Date,Open,High,Low,Close
2021-08-08,43945.0,45276.0,43331.0,43855.0
2021-08-09,43855.0,46431.0,42832.0,45482.0
2021-08-10,45482.0,46608.0,44695.0,45627.0
2021-08-11,45627.0,46752.0,45276.0,46340.0
2021-08-12,46340.0,46391.0,43844.0,44440.0
2021-08-13,44440.0,47775.0,43912.0,47545.0
2021-08-14,47545.0,48103.0,46201.0,46665.0
2021-08-15,46665.0,47349.0,45615.0,46750.0
2021-08-16,46750.0,48047.0,45728.0,46065.0
2021-08-17,46065.0,47140.0,44601.0,45017.0
2021-08-18,45017.0,45965.0,44283.0,44593.0
2021-08-19,44593.0,46831.0,44016.0,46568.0
2021-08-20,46587.0,48993.0,46361.0,48653.0
2021-08-21,48653.0,49799.0,48374.0,48988.0
2021-08-22,49070.0,49466.0,48225.0,48425.0
2021-08-23,48425.0,50478.0,48315.0,49509.0
2021-08-24,49525.0,49852.0,47856.0,48364.0
2021-08-25,48364.0,49147.0,47193.0,48748.0
2021-08-26,48721.0,49372.0,46444.0,47048.0
2021-08-27,47048.0,49076.0,46383.0,48946.0
2021-08-28,48913.0,49306.0,48405.0,48760.0
2021-08-29,48760.0,49605.0,47922.0,48897.0
2021-08-30,48927.0,49394.0,47500.0,48670.0
2021-08-31,48670.0,48679.0,46725.0,46996.0
2021-09-01,47008.0,48953.0,46567.0,48279.0
2021-09-02,48271.0,50333.0,48268.0,49556.0
2021-09-03,49553.0,50999.0,48379.0,50184.0
2021-09-04,50152.0,50543.0,49535.0,50195.0
2021-09-05,50195.0,51652.0,49527.0,51652.0
2021-09-06,51753.0,52142.0,51044.0,51930.0
2021-09-07,51930.0,52918.0,43917.0,46777.0
2021-09-08,46825.0,47357.0,44548.0,46154.0
2021-09-09,46154.0,47384.0,45586.0,46268.0
2021-09-10,46265.0,47041.0,44879.0,45094.0
2021-09-11,45094.0,46000.0,44304.0,45333.0
2021-09-12,45317.0,46198.0,44781.0,45023.0
2021-09-13,45023.0,46697.0,43561.0,45144.0
2021-09-14,45186.0,46926.0,44724.0,46828.0
2021-09-15,46828.0,48436.0,46418.0,47948.0
2021-09-16,47941.0,48497.0,47063.0,47102.0
2021-09-17,47102.0,48167.0,46775.0,47028.0
2021-09-18,47028.0,48797.0,46828.0,48008.0
2021-09-19,48008.0,48359.0,47182.0,47588.0
2021-09-20,47588.0,47660.0,42636.0,43489.0
2021-09-21,43489.0,43904.0,40391.0,40971.0
2021-09-22,40971.0,43988.0,39721.0,43445.0
2021-09-23,43445.0,44932.0,43051.0,44679.0
2021-09-24,44679.0,45076.0,40944.0,43001.0
2021-09-25,43001.0,43162.0,41750.0,42719.0
2021-09-26,42719.0,43695.0,40827.0,43607.0
2021-09-27,43607.0,44318.0,42689.0,42696.0
2021-09-28,42708.0,43364.0,41145.0,41792.0
2021-09-29,41792.0,42538.0,40806.0,41114.0
2021-09-30,41133.0,44110.0,40984.0,43432.0
2021-10-01,43432.0,48122.0,43302.0,48110.0
2021-10-02,48139.0,48441.0,47480.0,48045.0
2021-10-03,48045.0,49158.0,47139.0,48552.0
2021-10-04,48465.0,49491.0,46993.0,49016.0
2021-10-05,49016.0,51757.0,48595.0,51378.0
2021-10-06,51378.0,55399.0,50476.0,54903.0
2021-10-07,54903.0,55588.0,53496.0,54205.0
2021-10-08,54205.0,55981.0,53659.0,53951.0
2021-10-09,53951.0,55410.0,53738.0,54651.0
2021-10-10,54651.0,56370.0,54211.0,55425.0
2021-10-11,55425.0,57767.0,54445.0,57390.0
2021-10-12,57390.0,57631.0,54404.0,55364.0
2021-10-13,55364.0,57479.0,54325.0,56988.0
2021-10-14,56988.0,58488.0,56916.0,57491.0
2021-10-15,57449.0,62719.0,56896.0,62496.0
2021-10-16,62496.0,62526.0,60184.0,61024.0
2021-10-17,61013.0,61408.0,59071.0,59472.0
2021-10-18,59472.0,62626.0,59395.0,61445.0
2021-10-19,61369.0,64322.0,61139.0,64120.0
2021-10-20,64120.0,66923.0,63594.0,65971.0
2021-10-21,65980.0,66612.0,62368.0,62707.0
2021-10-22,62707.0,63694.0,60100.0,60752.0
2021-10-23,60728.0,61716.0,59764.0,61087.0
2021-10-24,61087.0,61451.0,59571.0,61124.0
2021-10-25,61153.0,63688.0,60654.0,62546.0
2021-10-26,62546.0,63272.0,61863.0,62068.0
2021-10-27,62095.0,62095.0,58153.0,58957.0
2021-10-28,58957.0,62321.0,57964.0,61465.0
2021-10-29,61398.0,62943.0,60315.0,62420.0
2021-10-30,62420.0,62490.0,60876.0,61705.0
2021-10-31,61698.0,62400.0,60058.0,60968.0
2021-11-01,60968.0,62466.0,59716.0,60652.0
2021-11-02,60652.0,64243.0,60460.0,63140.0
2021-11-03,63140.0,63543.0,61029.0,62769.0
2021-11-04,62769.0,63211.0,60776.0,61378.0
2021-11-05,61364.0,62571.0,60791.0,60966.0
